1,1
,
,
2,2
,
,
3,3
,
,
4,4
,
,
5,5
,
,
6,6
,
,
7,8
,
,
8,11
,
,
9,15
,
,
10,19
,
,
11,28
,
,
12,36
,
,
13,50
,
,
14,71
,
,
15,99
,
,
16,119
,
,
17,152
,
,
18,226
,
,
19,290
,
,
20,380
,
,
21,524
,
22,415
22,586
,
23,522
23,743
,
24,711
24,974
,
25,994
25,1272
,
26,1340
26,1586
,
27,1804
27,2063
,
28,2411
28,2671
,
29,3313
29,3651
,
30,4697
30,4920
,
31,4252
31,4280
