1,1
,
,
2,2
,
,
3,3
,
,
4,4
,
,
5,6
,
,
6,7
,
,
7,9
,
,
8,11
,
,
9,13
,
,
10,15
,
,
11,22
,
,
12,23
,
,
13,30
,
,
14,35
,
,
15,44
,
,
16,54
,
,
17,70
,
,
18,84
,
,
19,122
,
,
20,144
,
,
21,189
,
,
22,273
,
,
23,344
,
,
24,423
,
25,317
25,580
,
26,483
26,790
,
27,612
27,999
,
28,858
28,1318
,
29,1339
29,1827
,
30,1895
30,2520
,
31,2191
31,2600
