"PROBLEM: ","['2', '0', '1', '4', '8', '7', '6', '5', '3']"
"Forwards"
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,
21
20
19
18
17
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,33
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,29
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,31
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,15
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,6
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Backwards"
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,
21
20
19
18
17
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,36
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,38
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,25
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,14,0,14
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,11,0,3
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
