1,1
,
,
2,2
,
,
3,3
,
,
4,4
,
,
5,6
,
,
6,7
,
,
7,10
,
,
8,11
,
,
9,12
,
,
10,10
,
,
11,15
,
,
12,20
,
,
13,25
,
,
14,33
,
,
15,40
,
,
16,57
,
,
17,72
,
,
18,89
,
,
19,113
,
,
20,185
,
,
21,219
